product_id,release_date,release_price,is_collaboration,color_white,color_black,color_grey,color_brown,color_pink,color_blue,color_navy,color_green,color_red,color_orange,color_yellow,size,golden_size,first_trade_date,days_since_first_trade,trade_date,current_price,premium_ratio,wish_count,wish_per_day,adjusted_wish,google_trend_release,google_trend_n_day,trend_retention,adjusted_google_trend,cum_trade_count_product,status
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,275,1,2023-04-22,0,2023-04-22,265000,-0.12627761292449718,11000,10.638297872340425,10.638297872340425,62.0,78,1.2380952380952381,34.297872340425535,1,-
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,265,1,2023-04-22,2,2023-04-24,255000,-0.15924826904055392,11000,10.638297872340425,31.914893617021278,62.0,80,1.2698412698412698,34.68531468531469,2,-
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-04-22,3,2023-04-25,259000,-0.14606000659413124,11000,10.638297872340425,42.5531914893617,62.0,81,1.2857142857142858,34.875,3,-
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,260,0,2023-04-22,3,2023-04-25,240000,-0.20870425321463898,11000,10.638297872340425,42.5531914893617,62.0,81,1.2857142857142858,34.875,4,-
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,265,1,2023-04-22,4,2023-04-26,240000,-0.20870425321463898,11000,10.638297872340425,53.191489361702125,62.0,82,1.3015873015873016,35.06206896551724,5,-
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,255,0,2023-04-22,5,2023-04-27,269000,-0.11308935047807452,11000,10.638297872340425,63.829787234042556,62.0,83,1.3174603174603174,35.24657534246575,6,-
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,260,0,2023-04-22,5,2023-04-27,289000,-0.047148038245961095,11000,10.638297872340425,63.829787234042556,62.0,83,1.3174603174603174,35.24657534246575,7,-
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,260,0,2023-04-22,5,2023-04-27,250000,-0.17573359709858227,11000,10.638297872340425,63.829787234042556,62.0,83,1.3174603174603174,35.24657534246575,8,-
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,260,0,2023-04-22,7,2023-04-29,250000,-0.17573359709858227,11000,10.638297872340425,85.1063829787234,62.0,85,1.3492063492063493,35.608108108108105,9,-
118378,2023-04-06,303300,0,1,0,0,0,0,0,0,0,0,0,0,265,1,2023-04-22,7,2023-04-29,230000,-0.2416749093306957,11000,10.638297872340425,85.1063829787234,62.0,85,1.3492063492063493,35.608108108108105,10,-
