product_id,release_date,release_price,is_collaboration,color_white,color_black,color_grey,color_brown,color_pink,color_blue,color_navy,color_green,color_red,color_orange,color_yellow,size,golden_size,first_trade_date,days_since_first_trade,trade_date,current_price,premium_ratio,wish_count,wish_per_day,adjusted_wish,google_trend_release,google_trend_n_day,trend_retention,adjusted_google_trend,cum_trade_count_product,status
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,0,2023-06-20,150000,1.5423728813559323,13000.0,13.333333333333334,13.333333333333334,85.0,85,0.9883720930232558,42.251461988304094,1,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,1,2023-06-21,200000,2.389830508474576,13000.0,13.333333333333334,26.666666666666668,85.0,85,0.9883720930232558,42.251461988304094,2,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,270,1,2023-06-20,3,2023-06-23,139000,1.3559322033898304,13000.0,13.333333333333334,53.333333333333336,85.0,85,0.9883720930232558,42.251461988304094,3,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,270,1,2023-06-20,6,2023-06-26,100000,0.6949152542372882,13000.0,13.333333333333334,93.33333333333334,85.0,85,0.9883720930232558,42.251461988304094,4,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,7,2023-06-27,80000,0.3559322033898305,13000.0,13.333333333333334,106.66666666666667,85.0,85,0.9883720930232558,42.251461988304094,5,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,7,2023-06-27,90000,0.5254237288135594,13000.0,13.333333333333334,106.66666666666667,85.0,85,0.9883720930232558,42.251461988304094,6,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,290,0,2023-06-20,7,2023-06-27,99000,0.6779661016949152,13000.0,13.333333333333334,106.66666666666667,85.0,85,0.9883720930232558,42.251461988304094,7,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,270,1,2023-06-20,8,2023-06-28,80000,0.3559322033898305,13000.0,13.333333333333334,120.0,85.0,85,0.9883720930232558,42.251461988304094,8,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,9,2023-06-29,75000,0.2711864406779661,13000.0,13.333333333333334,133.33333333333334,85.0,85,0.9883720930232558,42.251461988304094,9,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,290,0,2023-06-20,10,2023-06-30,67000,0.13559322033898305,13000.0,13.333333333333334,146.66666666666669,85.0,85,0.9883720930232558,42.251461988304094,10,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,10,2023-06-30,75000,0.2711864406779661,13000.0,13.333333333333334,146.66666666666669,85.0,85,0.9883720930232558,42.251461988304094,11,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,290,0,2023-06-20,11,2023-07-01,78000,0.3220338983050847,13000.0,13.333333333333334,160.0,85.0,85,0.9883720930232558,42.251461988304094,12,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,11,2023-07-01,55000,-0.06779661016949153,13000.0,13.333333333333334,160.0,85.0,85,0.9883720930232558,42.251461988304094,13,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,11,2023-07-01,56000,-0.05084745762711865,13000.0,13.333333333333334,160.0,85.0,85,0.9883720930232558,42.251461988304094,14,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,12,2023-07-02,60000,0.01694915254237288,13000.0,13.333333333333334,173.33333333333334,85.0,84,0.9767441860465116,42.0,15,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,290,0,2023-06-20,12,2023-07-02,89000,0.5084745762711864,13000.0,13.333333333333334,173.33333333333334,85.0,84,0.9767441860465116,42.0,16,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,250,0,2023-06-20,13,2023-07-03,99000,0.6779661016949152,13000.0,13.333333333333334,186.66666666666669,85.0,84,0.9767441860465116,42.0,17,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,270,1,2023-06-20,13,2023-07-03,64000,0.0847457627118644,13000.0,13.333333333333334,186.66666666666669,85.0,84,0.9767441860465116,42.0,18,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,13,2023-07-03,78000,0.3220338983050847,13000.0,13.333333333333334,186.66666666666669,85.0,84,0.9767441860465116,42.0,19,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,13,2023-07-03,68000,0.15254237288135594,13000.0,13.333333333333334,186.66666666666669,85.0,84,0.9767441860465116,42.0,20,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,14,2023-07-04,75000,0.2711864406779661,13000.0,13.333333333333334,200.0,85.0,84,0.9767441860465116,42.0,21,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,14,2023-07-04,73000,0.23728813559322035,13000.0,13.333333333333334,200.0,85.0,84,0.9767441860465116,42.0,22,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,240,1,2023-06-20,14,2023-07-04,60000,0.01694915254237288,13000.0,13.333333333333334,200.0,85.0,84,0.9767441860465116,42.0,23,-
136230,2023-06-15,59000.0,0,1,0,0,0,0,0,0,0,0,0,0,280,0,2023-06-20,14,2023-07-04,60000,0.01694915254237288,13000.0,13.333333333333334,200.0,85.0,84,0.9767441860465116,42.0,24,-
